route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
X2,DAILY,X2_SB_1_1400,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_1500,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_1600,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_1700,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_1800,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_1900,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_2000,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_1_2100,93rd/South Chicago,1,X2_SB
X5,DAILY,X5_SB_1_0500,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_0600,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_0700,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_0800,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_0900,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1000,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1100,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1200,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1300,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1400,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1500,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1600,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1700,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1800,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_1900,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_2000,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_1_2100,Downers Grove - Main St,1,X5_SB
X4,DAILY,X4_SB_1_0500,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_0600,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_0700,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_0800,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_0900,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1000,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1100,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1200,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1300,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1400,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1500,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1600,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1700,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1800,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_1900,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_2000,Blue Island,1,X4_SB
X4,DAILY,X4_SB_1_2100,Blue Island,1,X4_SB
X6,DAILY,X6_SB_1_0500,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_0600,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_0700,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_0800,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_0900,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1000,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1100,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1200,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1300,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1400,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1500,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1600,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1700,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1800,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_1900,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_2000,Blue Island,1,X6_SB
X6,DAILY,X6_SB_1_2100,Blue Island,1,X6_SB
X1,DAILY,X1_SB_1_0500,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_0600,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_0700,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_0800,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_0900,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1000,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1100,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1200,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1300,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1400,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1500,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1600,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1700,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1800,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_1900,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_2000,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_1_2100,93rd/South Chicago,1,X1_SB
X3,DAILY,X3_SB_2_0500,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_0600,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_0700,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_0800,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_0900,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1000,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1100,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1200,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1300,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1400,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1500,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1600,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1700,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1800,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_1900,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_2000,Harvey,1,X3_SB
X3,DAILY,X3_SB_2_2100,Harvey,1,X3_SB
X2,DAILY,X2_SB_2_0500,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_0600,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_0700,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_0800,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_0900,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1000,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1100,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1200,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1300,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1400,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1500,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1600,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1700,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1800,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_1900,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_2000,93rd/South Chicago,1,X2_SB
X2,DAILY,X2_SB_2_2100,93rd/South Chicago,1,X2_SB
X5,DAILY,X5_SB_2_0500,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_0600,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_0700,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_0800,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_0900,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1000,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1100,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1200,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1300,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1400,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1500,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1600,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1700,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1800,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_1900,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_2000,Downers Grove - Main St,1,X5_SB
X5,DAILY,X5_SB_2_2100,Downers Grove - Main St,1,X5_SB
X4,DAILY,X4_SB_2_0500,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_0600,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_0700,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_0800,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_0900,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1000,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1100,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1200,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1300,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1400,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1500,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1600,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1700,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1800,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_1900,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_2000,Blue Island,1,X4_SB
X4,DAILY,X4_SB_2_2100,Blue Island,1,X4_SB
X6,DAILY,X6_SB_2_0500,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_0600,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_0700,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_0800,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_0900,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1000,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1100,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1200,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1300,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1400,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1500,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1600,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1700,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1800,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_1900,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_2000,Blue Island,1,X6_SB
X6,DAILY,X6_SB_2_2100,Blue Island,1,X6_SB
X1,DAILY,X1_SB_2_0500,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_0600,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_0700,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_0800,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_0900,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1000,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1100,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1200,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1300,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1400,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1500,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1600,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1700,93rd/South Chicago,1,X1_SB
X1,DAILY,X1_SB_2_1800,93rd/South Chicago,1,X1_SB
