trip_id,arrival_time,departure_time,stop_id,stop_sequence
X2_NB_1_0600,06:56:00,06:56:00,crosstownerstation-clybourn,25
X2_NB_1_0600,06:58:00,06:58:00,crosstownerstation-western-logan,26
X2_NB_1_0600,07:00:00,07:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_0600,07:02:00,07:02:00,crosstownerstation-irving-park,28
X2_NB_1_0600,07:04:00,07:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_0600,07:06:00,07:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_0600,07:08:00,07:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_0600,07:10:00,07:10:00,crosstownerstation-norwood-park,32
X2_NB_1_0600,07:12:00,07:12:00,crosstownerstation-edison-park,33
X2_NB_1_0600,07:14:00,07:14:00,crosstownerstation-park-ridge,34
X2_NB_1_0600,07:16:00,07:16:00,crosstownerstation-dee-road,35
X2_NB_1_0600,07:19:00,07:19:00,crosstownerstation-des-plaines,36
X2_NB_1_0600,07:22:00,07:22:00,metra-cumberland,37
X2_NB_1_0600,07:25:00,07:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_0600,07:29:00,07:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_0600,07:32:00,07:32:00,crosstownerstation-arlington-park,40
X2_NB_1_0600,07:35:00,07:35:00,crosstownerstation-palatine,41
X2_NB_1_0700,07:07:00,07:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_0700,07:10:00,07:10:00,crosstownerstation-87th-street,2
X2_NB_1_0700,07:12:00,07:12:00,crosstownerstation-83rd-street,3
X2_NB_1_0700,07:14:00,07:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_0700,07:16:00,07:16:00,metra-windsorpk,5
X2_NB_1_0700,07:18:00,07:18:00,crosstownerstation-south-shore,6
X2_NB_1_0700,07:20:00,07:20:00,metra-brynmawr,7
X2_NB_1_0700,07:22:00,07:22:00,crosstownerstation-stony-island,8
X2_NB_1_0700,07:23:00,07:23:00,crosstownerstation-67th,9
X2_NB_1_0700,07:25:00,07:25:00,crosstownerstation-63rd-street,10
X2_NB_1_0700,07:27:00,07:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_0700,07:29:00,07:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_0700,07:31:00,07:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_0700,07:32:00,07:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_0700,07:34:00,07:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_0700,07:36:00,07:36:00,crosstownerstation-27th-street,16
X2_NB_1_0700,07:38:00,07:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_0700,07:40:00,07:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_0700,07:42:00,07:42:00,crosstownerstation-roosevelt,19
X2_NB_1_0700,07:44:00,07:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_0700,07:46:00,07:46:00,crosstownerstation-union-station,21
X2_NB_1_0700,07:48:00,07:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_0700,07:51:00,07:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_0700,07:53:00,07:53:00,crosstownerstation-division-elston,24
X2_NB_1_0700,07:56:00,07:56:00,crosstownerstation-clybourn,25
X2_NB_1_0700,07:58:00,07:58:00,crosstownerstation-western-logan,26
X2_NB_1_0700,08:00:00,08:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_0700,08:02:00,08:02:00,crosstownerstation-irving-park,28
X2_NB_1_0700,08:04:00,08:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_0700,08:06:00,08:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_0700,08:08:00,08:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_0700,08:10:00,08:10:00,crosstownerstation-norwood-park,32
X2_NB_1_0700,08:12:00,08:12:00,crosstownerstation-edison-park,33
X2_NB_1_0700,08:14:00,08:14:00,crosstownerstation-park-ridge,34
X2_NB_1_0700,08:16:00,08:16:00,crosstownerstation-dee-road,35
X2_NB_1_0700,08:19:00,08:19:00,crosstownerstation-des-plaines,36
X2_NB_1_0700,08:22:00,08:22:00,metra-cumberland,37
X2_NB_1_0700,08:25:00,08:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_0700,08:29:00,08:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_0700,08:32:00,08:32:00,crosstownerstation-arlington-park,40
X2_NB_1_0700,08:35:00,08:35:00,crosstownerstation-palatine,41
X2_NB_1_0800,08:07:00,08:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_0800,08:10:00,08:10:00,crosstownerstation-87th-street,2
X2_NB_1_0800,08:12:00,08:12:00,crosstownerstation-83rd-street,3
X2_NB_1_0800,08:14:00,08:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_0800,08:16:00,08:16:00,metra-windsorpk,5
X2_NB_1_0800,08:18:00,08:18:00,crosstownerstation-south-shore,6
X2_NB_1_0800,08:20:00,08:20:00,metra-brynmawr,7
X2_NB_1_0800,08:22:00,08:22:00,crosstownerstation-stony-island,8
X2_NB_1_0800,08:23:00,08:23:00,crosstownerstation-67th,9
X2_NB_1_0800,08:25:00,08:25:00,crosstownerstation-63rd-street,10
X2_NB_1_0800,08:27:00,08:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_0800,08:29:00,08:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_0800,08:31:00,08:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_0800,08:32:00,08:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_0800,08:34:00,08:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_0800,08:36:00,08:36:00,crosstownerstation-27th-street,16
X2_NB_1_0800,08:38:00,08:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_0800,08:40:00,08:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_0800,08:42:00,08:42:00,crosstownerstation-roosevelt,19
X2_NB_1_0800,08:44:00,08:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_0800,08:46:00,08:46:00,crosstownerstation-union-station,21
X2_NB_1_0800,08:48:00,08:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_0800,08:51:00,08:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_0800,08:53:00,08:53:00,crosstownerstation-division-elston,24
X2_NB_1_0800,08:56:00,08:56:00,crosstownerstation-clybourn,25
X2_NB_1_0800,08:58:00,08:58:00,crosstownerstation-western-logan,26
X2_NB_1_0800,09:00:00,09:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_0800,09:02:00,09:02:00,crosstownerstation-irving-park,28
X2_NB_1_0800,09:04:00,09:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_0800,09:06:00,09:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_0800,09:08:00,09:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_0800,09:10:00,09:10:00,crosstownerstation-norwood-park,32
X2_NB_1_0800,09:12:00,09:12:00,crosstownerstation-edison-park,33
X2_NB_1_0800,09:14:00,09:14:00,crosstownerstation-park-ridge,34
X2_NB_1_0800,09:16:00,09:16:00,crosstownerstation-dee-road,35
X2_NB_1_0800,09:19:00,09:19:00,crosstownerstation-des-plaines,36
X2_NB_1_0800,09:22:00,09:22:00,metra-cumberland,37
X2_NB_1_0800,09:25:00,09:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_0800,09:29:00,09:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_0800,09:32:00,09:32:00,crosstownerstation-arlington-park,40
X2_NB_1_0800,09:35:00,09:35:00,crosstownerstation-palatine,41
X2_NB_1_0900,09:07:00,09:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_0900,09:10:00,09:10:00,crosstownerstation-87th-street,2
X2_NB_1_0900,09:12:00,09:12:00,crosstownerstation-83rd-street,3
X2_NB_1_0900,09:14:00,09:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_0900,09:16:00,09:16:00,metra-windsorpk,5
X2_NB_1_0900,09:18:00,09:18:00,crosstownerstation-south-shore,6
X2_NB_1_0900,09:20:00,09:20:00,metra-brynmawr,7
X2_NB_1_0900,09:22:00,09:22:00,crosstownerstation-stony-island,8
X2_NB_1_0900,09:23:00,09:23:00,crosstownerstation-67th,9
X2_NB_1_0900,09:25:00,09:25:00,crosstownerstation-63rd-street,10
X2_NB_1_0900,09:27:00,09:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_0900,09:29:00,09:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_0900,09:31:00,09:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_0900,09:32:00,09:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_0900,09:34:00,09:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_0900,09:36:00,09:36:00,crosstownerstation-27th-street,16
X2_NB_1_0900,09:38:00,09:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_0900,09:40:00,09:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_0900,09:42:00,09:42:00,crosstownerstation-roosevelt,19
X2_NB_1_0900,09:44:00,09:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_0900,09:46:00,09:46:00,crosstownerstation-union-station,21
X2_NB_1_0900,09:48:00,09:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_0900,09:51:00,09:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_0900,09:53:00,09:53:00,crosstownerstation-division-elston,24
X2_NB_1_0900,09:56:00,09:56:00,crosstownerstation-clybourn,25
X2_NB_1_0900,09:58:00,09:58:00,crosstownerstation-western-logan,26
X2_NB_1_0900,10:00:00,10:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_0900,10:02:00,10:02:00,crosstownerstation-irving-park,28
X2_NB_1_0900,10:04:00,10:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_0900,10:06:00,10:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_0900,10:08:00,10:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_0900,10:10:00,10:10:00,crosstownerstation-norwood-park,32
X2_NB_1_0900,10:12:00,10:12:00,crosstownerstation-edison-park,33
X2_NB_1_0900,10:14:00,10:14:00,crosstownerstation-park-ridge,34
X2_NB_1_0900,10:16:00,10:16:00,crosstownerstation-dee-road,35
X2_NB_1_0900,10:19:00,10:19:00,crosstownerstation-des-plaines,36
X2_NB_1_0900,10:22:00,10:22:00,metra-cumberland,37
X2_NB_1_0900,10:25:00,10:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_0900,10:29:00,10:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_0900,10:32:00,10:32:00,crosstownerstation-arlington-park,40
X2_NB_1_0900,10:35:00,10:35:00,crosstownerstation-palatine,41
X2_NB_1_1000,10:07:00,10:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_1000,10:10:00,10:10:00,crosstownerstation-87th-street,2
X2_NB_1_1000,10:12:00,10:12:00,crosstownerstation-83rd-street,3
X2_NB_1_1000,10:14:00,10:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_1000,10:16:00,10:16:00,metra-windsorpk,5
X2_NB_1_1000,10:18:00,10:18:00,crosstownerstation-south-shore,6
X2_NB_1_1000,10:20:00,10:20:00,metra-brynmawr,7
X2_NB_1_1000,10:22:00,10:22:00,crosstownerstation-stony-island,8
X2_NB_1_1000,10:23:00,10:23:00,crosstownerstation-67th,9
X2_NB_1_1000,10:25:00,10:25:00,crosstownerstation-63rd-street,10
X2_NB_1_1000,10:27:00,10:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_1000,10:29:00,10:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_1000,10:31:00,10:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_1000,10:32:00,10:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_1000,10:34:00,10:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_1000,10:36:00,10:36:00,crosstownerstation-27th-street,16
X2_NB_1_1000,10:38:00,10:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_1000,10:40:00,10:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_1000,10:42:00,10:42:00,crosstownerstation-roosevelt,19
X2_NB_1_1000,10:44:00,10:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_1000,10:46:00,10:46:00,crosstownerstation-union-station,21
X2_NB_1_1000,10:48:00,10:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_1000,10:51:00,10:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_1000,10:53:00,10:53:00,crosstownerstation-division-elston,24
X2_NB_1_1000,10:56:00,10:56:00,crosstownerstation-clybourn,25
X2_NB_1_1000,10:58:00,10:58:00,crosstownerstation-western-logan,26
X2_NB_1_1000,11:00:00,11:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_1000,11:02:00,11:02:00,crosstownerstation-irving-park,28
X2_NB_1_1000,11:04:00,11:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_1000,11:06:00,11:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_1000,11:08:00,11:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_1000,11:10:00,11:10:00,crosstownerstation-norwood-park,32
X2_NB_1_1000,11:12:00,11:12:00,crosstownerstation-edison-park,33
X2_NB_1_1000,11:14:00,11:14:00,crosstownerstation-park-ridge,34
X2_NB_1_1000,11:16:00,11:16:00,crosstownerstation-dee-road,35
X2_NB_1_1000,11:19:00,11:19:00,crosstownerstation-des-plaines,36
X2_NB_1_1000,11:22:00,11:22:00,metra-cumberland,37
X2_NB_1_1000,11:25:00,11:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_1000,11:29:00,11:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_1000,11:32:00,11:32:00,crosstownerstation-arlington-park,40
X2_NB_1_1000,11:35:00,11:35:00,crosstownerstation-palatine,41
X2_NB_1_1100,11:07:00,11:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_1100,11:10:00,11:10:00,crosstownerstation-87th-street,2
X2_NB_1_1100,11:12:00,11:12:00,crosstownerstation-83rd-street,3
X2_NB_1_1100,11:14:00,11:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_1100,11:16:00,11:16:00,metra-windsorpk,5
X2_NB_1_1100,11:18:00,11:18:00,crosstownerstation-south-shore,6
X2_NB_1_1100,11:20:00,11:20:00,metra-brynmawr,7
X2_NB_1_1100,11:22:00,11:22:00,crosstownerstation-stony-island,8
X2_NB_1_1100,11:23:00,11:23:00,crosstownerstation-67th,9
X2_NB_1_1100,11:25:00,11:25:00,crosstownerstation-63rd-street,10
X2_NB_1_1100,11:27:00,11:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_1100,11:29:00,11:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_1100,11:31:00,11:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_1100,11:32:00,11:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_1100,11:34:00,11:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_1100,11:36:00,11:36:00,crosstownerstation-27th-street,16
X2_NB_1_1100,11:38:00,11:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_1100,11:40:00,11:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_1100,11:42:00,11:42:00,crosstownerstation-roosevelt,19
X2_NB_1_1100,11:44:00,11:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_1100,11:46:00,11:46:00,crosstownerstation-union-station,21
X2_NB_1_1100,11:48:00,11:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_1100,11:51:00,11:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_1100,11:53:00,11:53:00,crosstownerstation-division-elston,24
X2_NB_1_1100,11:56:00,11:56:00,crosstownerstation-clybourn,25
X2_NB_1_1100,11:58:00,11:58:00,crosstownerstation-western-logan,26
X2_NB_1_1100,12:00:00,12:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_1100,12:02:00,12:02:00,crosstownerstation-irving-park,28
X2_NB_1_1100,12:04:00,12:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_1100,12:06:00,12:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_1100,12:08:00,12:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_1100,12:10:00,12:10:00,crosstownerstation-norwood-park,32
X2_NB_1_1100,12:12:00,12:12:00,crosstownerstation-edison-park,33
X2_NB_1_1100,12:14:00,12:14:00,crosstownerstation-park-ridge,34
X2_NB_1_1100,12:16:00,12:16:00,crosstownerstation-dee-road,35
X2_NB_1_1100,12:19:00,12:19:00,crosstownerstation-des-plaines,36
X2_NB_1_1100,12:22:00,12:22:00,metra-cumberland,37
X2_NB_1_1100,12:25:00,12:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_1100,12:29:00,12:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_1100,12:32:00,12:32:00,crosstownerstation-arlington-park,40
X2_NB_1_1100,12:35:00,12:35:00,crosstownerstation-palatine,41
X2_NB_1_1200,12:07:00,12:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_1200,12:10:00,12:10:00,crosstownerstation-87th-street,2
X2_NB_1_1200,12:12:00,12:12:00,crosstownerstation-83rd-street,3
X2_NB_1_1200,12:14:00,12:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_1200,12:16:00,12:16:00,metra-windsorpk,5
X2_NB_1_1200,12:18:00,12:18:00,crosstownerstation-south-shore,6
X2_NB_1_1200,12:20:00,12:20:00,metra-brynmawr,7
X2_NB_1_1200,12:22:00,12:22:00,crosstownerstation-stony-island,8
X2_NB_1_1200,12:23:00,12:23:00,crosstownerstation-67th,9
X2_NB_1_1200,12:25:00,12:25:00,crosstownerstation-63rd-street,10
X2_NB_1_1200,12:27:00,12:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_1200,12:29:00,12:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_1200,12:31:00,12:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_1200,12:32:00,12:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_1200,12:34:00,12:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_1200,12:36:00,12:36:00,crosstownerstation-27th-street,16
X2_NB_1_1200,12:38:00,12:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_1200,12:40:00,12:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_1200,12:42:00,12:42:00,crosstownerstation-roosevelt,19
X2_NB_1_1200,12:44:00,12:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_1200,12:46:00,12:46:00,crosstownerstation-union-station,21
X2_NB_1_1200,12:48:00,12:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_1200,12:51:00,12:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_1200,12:53:00,12:53:00,crosstownerstation-division-elston,24
X2_NB_1_1200,12:56:00,12:56:00,crosstownerstation-clybourn,25
X2_NB_1_1200,12:58:00,12:58:00,crosstownerstation-western-logan,26
X2_NB_1_1200,13:00:00,13:00:00,crosstownerstation-belmont-kedzie,27
X2_NB_1_1200,13:02:00,13:02:00,crosstownerstation-irving-park,28
X2_NB_1_1200,13:04:00,13:04:00,crosstownerstation-montrose-mayfair,29
X2_NB_1_1200,13:06:00,13:06:00,crosstownerstation-jefferson-park,30
X2_NB_1_1200,13:08:00,13:08:00,crosstownerstation-gladstone-park,31
X2_NB_1_1200,13:10:00,13:10:00,crosstownerstation-norwood-park,32
X2_NB_1_1200,13:12:00,13:12:00,crosstownerstation-edison-park,33
X2_NB_1_1200,13:14:00,13:14:00,crosstownerstation-park-ridge,34
X2_NB_1_1200,13:16:00,13:16:00,crosstownerstation-dee-road,35
X2_NB_1_1200,13:19:00,13:19:00,crosstownerstation-des-plaines,36
X2_NB_1_1200,13:22:00,13:22:00,metra-cumberland,37
X2_NB_1_1200,13:25:00,13:25:00,crosstownerstation-mount-prospect,38
X2_NB_1_1200,13:29:00,13:29:00,crosstownerstation-arlington-heights,39
X2_NB_1_1200,13:32:00,13:32:00,crosstownerstation-arlington-park,40
X2_NB_1_1200,13:35:00,13:35:00,crosstownerstation-palatine,41
X2_NB_1_1300,13:07:00,13:07:00,crosstownerstation-93rd-south-chicago,1
X2_NB_1_1300,13:10:00,13:10:00,crosstownerstation-87th-street,2
X2_NB_1_1300,13:12:00,13:12:00,crosstownerstation-83rd-street,3
X2_NB_1_1300,13:14:00,13:14:00,crosstownerstation-79th-cheltenham,4
X2_NB_1_1300,13:16:00,13:16:00,metra-windsorpk,5
X2_NB_1_1300,13:18:00,13:18:00,crosstownerstation-south-shore,6
X2_NB_1_1300,13:20:00,13:20:00,metra-brynmawr,7
X2_NB_1_1300,13:22:00,13:22:00,crosstownerstation-stony-island,8
X2_NB_1_1300,13:23:00,13:23:00,crosstownerstation-67th,9
X2_NB_1_1300,13:25:00,13:25:00,crosstownerstation-63rd-street,10
X2_NB_1_1300,13:27:00,13:27:00,crosstownerstation-59th-university-of-chicago,11
X2_NB_1_1300,13:29:00,13:29:00,crosstownerstation-55th-56th-57th,12
X2_NB_1_1300,13:31:00,13:31:00,crosstownerstation-51st-53rd-hyde-park,13
X2_NB_1_1300,13:32:00,13:32:00,crosstownerstation-47th-kenwood,14
X2_NB_1_1300,13:34:00,13:34:00,crosstownerstation-oakwood-blvd,15
X2_NB_1_1300,13:36:00,13:36:00,crosstownerstation-27th-street,16
X2_NB_1_1300,13:38:00,13:38:00,crosstownerstation-mccormick-place,17
X2_NB_1_1300,13:40:00,13:40:00,crosstownerstation-18th-soldier-field,18
X2_NB_1_1300,13:42:00,13:42:00,crosstownerstation-roosevelt,19
X2_NB_1_1300,13:44:00,13:44:00,crosstownerstation-taylor-clinton,20
X2_NB_1_1300,13:46:00,13:46:00,crosstownerstation-union-station,21
X2_NB_1_1300,13:48:00,13:48:00,crosstownerstation-randolph-clinton,22
X2_NB_1_1300,13:51:00,13:51:00,crosstownerstation-chicago-halsted-bally-s,23
X2_NB_1_1300,13:53:00,13:53:00,crosstownerstation-division-elston,24
X2_NB_1_1300,13:56:00,13:56:00,crosstownerstation-clybourn,25
